customer_id,property_id,city,star_rating,booking_date,check_in_date,check_out_date,room_type,num_rooms_booked,stay_type,booking_channel,booking_value,costprice,markup,selling_price,payment_method,refund_status,refund_amount,channel_of_booking,booking_status,travel_date,cashback,coupon_redeem,Coupon USed?
189,7,Boston,5,01-04-2024,26-04-2024,01-05-2024,Standard,2,Leisure,Mobile App,22919,22919,7080,29999,PayPal,Yes,0,iOS,Confirmed,27-11-2024,0,2.600076337,Yes
241,5,Orlando,4,01-04-2024,15-04-2024,16-04-2024,Suite,1,Business,Mobile App,27164,27164,8391,35555,PayPal,Yes,0,iOS,Confirmed,17-09-2024,0,9.442209458,Yes
448,3,Las Vegas,4,01-04-2024,18-05-2024,25-05-2024,Deluxe,3,Business,Web,24677,18223,5629,23852,Credit Card,No,0,Android,Confirmed,22-03-2024,3.674908111,0,No
151,3,Dallas,3,01-04-2024,18-04-2024,23-04-2024,Standard,1,Business,Mobile App,8393,8393,2593,10986,Credit Card,Yes,0,Android,Confirmed,26-10-2024,1.291157419,3.958299314,Yes
362,3,Boston,5,01-04-2024,,,Deluxe,1,Business,Travel Agent,24185,24185,7471,31656,Bank Transfer,Yes,302.2249737,Android,Cancelled,05-03-2024,4.394349139,0,No
242,5,Dallas,5,01-04-2024,18-05-2024,22-05-2024,Standard,2,Business,Web,18341,18341,5666,24007,Bank Transfer,No,0,Web,Confirmed,21-03-2024,0,0,No
179,3,Miami,3,01-04-2024,07-04-2024,08-04-2024,Deluxe,1,Business,Mobile App,12584,22950,7090,30040,Debit Card,Yes,0,Web,Confirmed,24-12-2024,5.876480247,15.64937971,Yes
110,1,Las Vegas,4,01-04-2024,21-04-2024,26-04-2024,Standard,1,Leisure,Mobile App,20689,20689,6391,27080,Credit Card,Yes,0,Web,Confirmed,26-12-2024,8.563673348,23.63223745,Yes
389,5,New York,4,01-04-2024,,,Standard,1,Business,Mobile App,35874,12583,3887,16470,Credit Card,Yes,0,Web,Cancelled,25-11-2024,0,13.80123436,Yes
192,3,Dallas,2,01-04-2024,08-05-2024,12-05-2024,Standard,1,Leisure,Web,32610,18133,5602,23735,PayPal,Yes,0,Web,Confirmed,04-10-2024,15.43353411,45.45202621,Yes
375,5,Boston,3,01-04-2024,01-05-2024,02-05-2024,Deluxe,1,Business,Web,12494,12494,3860,16354,Credit Card,Yes,0,Web,Confirmed,30-08-2024,0,9.524903328,Yes
375,5,Orlando,4,01-04-2024,,,Standard,1,Business,Mobile App,30645,27450,8480,35930,Credit Card,Yes,0,Web,Cancelled,28-10-2024,0,23.14097162,Yes
156,1,San Francisco,5,01-04-2024,24-05-2024,25-05-2024,Standard,2,Leisure,Web,18599,18599,5745,24344,Credit Card,Yes,0,Web,Confirmed,26-09-2024,10.26399665,14.02702506,Yes
452,1,Chicago,3,01-04-2024,25-05-2024,01-06-2024,Standard,1,Leisure,Web,37163,37163,11480,48643,Bank Transfer,Yes,434.5517476,Web,Confirmed,10-10-2024,6.318379564,17.33696929,Yes
338,5,Boston,4,01-04-2024,24-04-2024,27-04-2024,Standard,2,Leisure,Web,22986,22986,7100,30086,Debit Card,Yes,0,Web,Confirmed,27-11-2024,0,10.28061317,Yes
61,3,New York,4,01-04-2024,14-04-2024,21-04-2024,Standard,2,Business,Travel Agent,23334,23334,7208,30542,Credit Card,Yes,572.7150505,Web,Confirmed,21-11-2024,8.327273085,22.08511909,Yes
382,5,Boston,3,01-04-2024,20-05-2024,25-05-2024,Standard,1,Leisure,Mobile App,20305,20305,6273,26578,Credit Card,Yes,0,Web,Confirmed,20-09-2024,0,10.75388638,Yes
146,1,Dallas,5,01-04-2024,23-04-2024,26-04-2024,Standard,2,Business,Web,12650,12650,3908,16558,Bank Transfer,Yes,565.9945235,Android,Confirmed,02-03-2024,8.229556666,0,No
217,3,Las Vegas,3,01-04-2024,06-04-2024,07-04-2024,Standard,2,Leisure,Web,14938,22874,7066,29940,Credit Card,Yes,0,Web,Failed,29-09-2024,3.479341707,4.721171919,Yes
440,1,Las Vegas,5,01-04-2024,,,Standard,1,Leisure,Mobile App,20926,25910,8004,33914,Bank Transfer,Yes,527.8295885,Web,Cancelled,16-11-2024,7.674638761,11.82865634,Yes
291,7,Boston,4,01-04-2024,03-05-2024,04-05-2024,Deluxe,1,Leisure,Mobile App,32952,32952,10179,43131,Credit Card,Yes,942.8645562,Web,Confirmed,21-11-2024,0,37.81082607,Yes
296,1,New York,3,01-04-2024,11-05-2024,16-05-2024,Deluxe,1,Leisure,Web,22337,22337,6900,29237,Debit Card,Yes,797.4376498,Web,Confirmed,31-08-2024,11.59473821,19.93511156,Yes
367,5,Las Vegas,5,01-04-2024,30-05-2024,04-06-2024,Deluxe,2,Business,Web,29612,29612,9147,38759,Bank Transfer,Yes,257.6028014,Web,Confirmed,22-09-2024,0,12.0126477,Yes
449,1,Miami,5,01-04-2024,,,Standard,1,Leisure,Web,13417,13417,4145,17562,Debit Card,Yes,0,Web,Cancelled,02-11-2024,3.274634447,8.449061374,Yes
152,3,Dallas,5,01-04-2024,13-05-2024,16-05-2024,Standard,1,Leisure,Web,25642,6264,1936,8200,Debit Card,Yes,598.4783717,Web,Confirmed,10-09-2024,8.701871606,25.02888217,Yes
465,5,Boston,4,01-04-2024,,,Standard,1,Leisure,Mobile App,37450,37450,11568,49018,Debit Card,No,0,iOS,Cancelled,26-03-2024,0,0,No
116,5,Dallas,4,01-04-2024,,,Standard,1,Business,Web,37906,12369,3821,16190,Credit Card,Yes,692.3677323,Web,Cancelled,02-03-2024,0,0,No
418,3,Miami,3,01-04-2024,20-05-2024,25-05-2024,Standard,1,Business,Mobile App,13519,30318,9366,39684,Debit Card,No,0,Web,Failed,23-03-2024,2.583190291,0,No
424,5,Chicago,2,01-04-2024,,,Deluxe,1,Business,Travel Agent,29775,29775,9197,38972,Credit Card,Yes,1034.513678,Web,Cancelled,15-03-2024,0,0,No
85,1,Los Angeles,3,01-04-2024,09-04-2024,16-04-2024,Standard,1,Leisure,Web,27075,27075,8363,35438,Credit Card,Yes,217.4784673,Web,Confirmed,25-11-2024,3.16213549,10.71808193,Yes
226,5,New York,4,01-04-2024,17-05-2024,22-05-2024,Suite,1,Leisure,Mobile App,27258,27258,8420,35678,PayPal,Yes,126.0066789,Android,Confirmed,20-03-2024,0,0,No
10,5,Boston,4,01-04-2024,23-05-2024,29-05-2024,Standard,1,Business,Web,25317,20298,6271,26569,PayPal,Yes,338.7111879,iOS,Confirmed,24-06-2024,0,0,No
188,5,Chicago,2,01-04-2024,18-04-2024,25-04-2024,Suite,1,Leisure,Web,26645,13043,4029,17072,Credit Card,Yes,856.4048815,Web,Confirmed,19-03-2024,0,0,No
393,1,Chicago,4,01-04-2024,01-05-2024,05-05-2024,Standard,2,Business,Mobile App,26276,26276,8117,34393,PayPal,Yes,546.5915777,Web,Confirmed,08-03-2024,7.94743796,0,No
191,5,Chicago,3,01-04-2024,,,Standard,1,Leisure,Web,6687,6687,2066,8753,Credit Card,Yes,357.9179894,iOS,Cancelled,03-09-2024,0,22.13067453,Yes
406,5,Boston,3,01-04-2024,23-04-2024,29-04-2024,Standard,1,Leisure,Web,15542,15542,4801,20343,Credit Card,Yes,648.4718574,Web,Confirmed,28-04-2024,0,0,No
334,3,Chicago,3,01-04-2024,,,Deluxe,1,Leisure,Travel Agent,21124,21124,6525,27649,Bank Transfer,Yes,295.31174,Android,Cancelled,30-03-2024,4.293830766,0,No
232,3,Las Vegas,5,01-04-2024,17-04-2024,21-04-2024,Standard,1,Leisure,Web,14360,14360,4436,18796,Credit Card,Yes,221.5225895,iOS,Confirmed,03-03-2024,3.220937001,0,No
349,7,Boston,4,01-04-2024,06-04-2024,08-04-2024,Standard,1,Business,Mobile App,33405,33405,10319,43724,Credit Card,Yes,0,Android,Confirmed,26-03-2024,0,0,No
339,5,Las Vegas,4,01-04-2024,,,Standard,2,Business,Web,13895,13895,4293,18188,Bank Transfer,Yes,213.0122051,iOS,Cancelled,07-03-2024,0,0,No
203,1,Seattle,3,01-04-2024,03-04-2024,04-04-2024,Standard,1,Business,Mobile App,12570,12570,3883,16453,PayPal,Yes,529.1763811,Web,Confirmed,30-03-2024,7.694221117,0,No
16,1,Seattle,3,01-04-2024,15-05-2024,17-05-2024,Standard,1,Business,Web,15018,15018,4640,19658,Debit Card,Yes,374.5910121,Android,Confirmed,29-03-2024,5.446550863,0,No
138,5,Chicago,3,01-04-2024,20-04-2024,26-04-2024,Standard,1,Leisure,Mobile App,20600,20600,6363,26963,Credit Card,Yes,706.6512267,Android,Confirmed,21-12-2024,0,30.75431108,Yes
367,1,Las Vegas,2,01-04-2024,,,Deluxe,2,Leisure,Travel Agent,22700,22700,7012,29712,Credit Card,Yes,843.7725398,Web,Cancelled,08-03-2024,12.2684472,0,No
72,3,New York,3,01-04-2024,30-05-2024,02-06-2024,Deluxe,2,Leisure,Travel Agent,34637,34637,10700,45337,PayPal,Yes,554.0067134,Android,Confirmed,10-04-2024,8.055253986,0,No
347,7,Chicago,3,01-04-2024,,,Suite,1,Leisure,Mobile App,13998,13998,4325,18323,Credit Card,Yes,637.6514561,Web,Cancelled,17-07-2024,0,0,No
397,5,Seattle,3,01-04-2024,13-05-2024,17-05-2024,Standard,1,Leisure,Web,14015,14015,4330,18345,Bank Transfer,No,0,Android,Confirmed,20-03-2024,0,0,No
61,3,Los Angeles,4,01-04-2024,02-04-2024,09-04-2024,Deluxe,1,Business,Web,29530,29530,9122,38652,Debit Card,Yes,444.5651713,Web,Confirmed,13-03-2024,6.463974681,0,No
469,1,Chicago,4,01-04-2024,31-05-2024,07-06-2024,Deluxe,2,Leisure,Mobile App,13711,13711,4236,17947,Bank Transfer,Yes,577.3974532,Web,Failed,21-07-2024,8.395355189,0,No
268,3,New York,3,01-04-2024,23-05-2024,29-05-2024,Deluxe,1,Business,Web,8365,8365,2585,10950,Bank Transfer,No,0,Android,Confirmed,05-03-2024,0.876543703,0,No
284,5,Miami,5,01-04-2024,03-04-2024,07-04-2024,Standard,1,Business,Mobile App,25605,25605,7909,33514,PayPal,No,0,iOS,Confirmed,08-03-2024,0,0,No
492,3,Dallas,4,01-04-2024,21-05-2024,22-05-2024,Standard,1,Leisure,Mobile App,12503,12503,3862,16365,Credit Card,Yes,0,Android,Confirmed,17-07-2024,2.345819956,0,No
302,3,Los Angeles,4,01-04-2024,28-05-2024,29-05-2024,Standard,1,Leisure,Mobile App,12519,12519,3867,16386,Bank Transfer,Yes,271.1637157,Android,Confirmed,02-10-2024,3.942718651,7.907294625,Yes
151,3,Orlando,4,01-04-2024,17-05-2024,21-05-2024,Deluxe,1,Leisure,Web,32302,32302,9978,42280,Debit Card,No,0,Web,Confirmed,13-03-2024,12.79007811,0,No
1,7,Las Vegas,5,01-04-2024,29-05-2024,01-06-2024,Deluxe,1,Business,Travel Agent,27983,27983,8644,36627,Debit Card,Yes,722.155395,Web,Confirmed,12-12-2024,0,32.03561483,Yes
299,3,San Francisco,4,01-04-2024,27-04-2024,04-05-2024,Suite,1,Business,Web,37852,10645,3289,13934,Credit Card,Yes,799.3029172,Web,Confirmed,29-03-2024,11.62185918,0,No
164,5,Dallas,3,01-04-2024,29-05-2024,03-06-2024,Standard,2,Business,Mobile App,17129,17129,5292,22421,Credit Card,Yes,134.0049838,Android,Confirmed,20-11-2024,0,3.220091384,Yes
152,5,Dallas,3,02-04-2024,17-05-2024,22-05-2024,Deluxe,2,Business,Web,26956.16,26922,8317,35239,Credit Card,No,0,Web,Confirmed,04-03-2024,0,0,No
227,5,Boston,4,02-04-2024,10-05-2024,11-05-2024,Standard,1,Business,Web,15030.05,15011,4637,19648,Credit Card,Yes,377.3696768,iOS,Confirmed,10-03-2024,0,0,No
177,5,Dallas,5,02-04-2024,24-04-2024,30-04-2024,Standard,1,Leisure,Mobile App,37350,37350,11538,48888,PayPal,No,0,iOS,Confirmed,12-03-2024,0,0,No
284,5,Las Vegas,5,02-04-2024,15-05-2024,22-05-2024,Standard,1,Leisure,Travel Agent,12138,12138,3750,15888,PayPal,No,0,iOS,Confirmed,17-03-2024,0,0,No
452,3,Seattle,4,02-04-2024,16-04-2024,22-04-2024,Standard,2,Leisure,Mobile App,21571,27337,8445,35782,Bank Transfer,No,0,Web,Confirmed,08-03-2024,14.05438559,0,No
6,5,Los Angeles,4,02-04-2024,01-06-2024,07-06-2024,Standard,1,Business,Mobile App,37357,32504,10040,42544,Bank Transfer,Yes,255.5240116,iOS,Confirmed,30-03-2024,0,0,No
495,5,Miami,4,02-04-2024,07-05-2024,10-05-2024,Standard,2,Business,Web,27242.53,27208,8405,35613,PayPal,Yes,222.1745075,iOS,Confirmed,08-03-2024,0,0,No
344,3,Las Vegas,5,02-04-2024,26-05-2024,02-06-2024,Deluxe,1,Leisure,Mobile App,22720,22720,7018,29738,PayPal,Yes,0,Android,Confirmed,11-12-2024,7.717699081,36.81634107,Yes
28,5,Chicago,3,02-04-2024,18-05-2024,19-05-2024,Standard,1,Leisure,Web,23916.31,23886,7379,31265,PayPal,Yes,334.2367558,Android,Failed,28-03-2024,0,0,No
251,1,New York,3,02-04-2024,09-04-2024,12-04-2024,Suite,2,Leisure,Web,14860.84,14842,4585,19427,PayPal,Yes,0,Web,Cancelled,06-06-2024,12.13547271,0,No
165,5,Las Vegas,5,02-04-2024,08-04-2024,11-04-2024,Standard,3,Leisure,Mobile App,8333,8333,2575,10908,PayPal,No,0,Web,Confirmed,09-03-2024,0,0,No
355,1,Las Vegas,4,02-04-2024,04-04-2024,07-04-2024,Standard,1,Leisure,Web,36423.16,30675,9475,40150,Credit Card,Yes,753.4407013,Android,Confirmed,16-12-2024,10.95502286,52.90580923,Yes
431,1,Chicago,4,02-04-2024,20-04-2024,22-04-2024,Standard,2,Leisure,Web,17316.95,17295,5343,22638,PayPal,Yes,684.034346,Web,Confirmed,10-03-2024,9.945854912,0,No
10,5,San Francisco,4,02-04-2024,16-04-2024,19-04-2024,Standard,1,Leisure,Web,22901.03,22872,7066,29938,Credit Card,Yes,554.9125358,Android,Confirmed,05-03-2024,0,0,No
479,5,Chicago,5,02-04-2024,12-04-2024,14-04-2024,Deluxe,1,Leisure,Web,34042.15,33999,10502,44501,Credit Card,No,0,iOS,Failed,04-03-2024,0,0,No
91,7,Chicago,4,02-04-2024,,,Standard,2,Leisure,Web,30727.95,30689,9480,40169,Bank Transfer,Yes,0,Web,Cancelled,12-09-2024,0,25.15891819,Yes
226,5,Los Angeles,2,02-04-2024,04-04-2024,07-04-2024,Standard,1,Leisure,Web,8338.57,8328,2573,10901,Debit Card,Yes,94.39397959,iOS,Confirmed,24-03-2024,0,0,No
25,5,Los Angeles,3,02-04-2024,,,Deluxe,1,Leisure,Mobile App,17080,17080,5277,22357,Credit Card,Yes,53.83465183,Web,Failed,13-03-2024,0,0,No
275,5,Chicago,4,02-04-2024,16-05-2024,23-05-2024,Standard,2,Business,Web,28826.54,28776,8889,37665,Credit Card,No,0,iOS,Confirmed,04-03-2024,0,0,No
228,1,San Francisco,5,02-04-2024,,,Standard,2,Leisure,Web,23838.21,23808,7354,31162,Credit Card,Yes,0,Android,Cancelled,28-06-2024,4.995630209,0,No
218,3,Boston,4,02-04-2024,,,Standard,1,Business,Travel Agent,3932,3932,1215,5147,Debit Card,No,0,iOS,Cancelled,21-03-2024,3.28599584,0,No
82,1,Las Vegas,3,02-04-2024,06-05-2024,13-05-2024,Suite,2,Leisure,Mobile App,28278,28278,8735,37013,Debit Card,No,0,iOS,Failed,20-03-2024,11.66942244,0,No
320,1,New York,3,02-04-2024,23-05-2024,29-05-2024,Deluxe,1,Leisure,Web,15697.9,15678,4843,20521,PayPal,Yes,429.1118712,Web,Confirmed,30-03-2024,6.239283798,0,No
411,5,New York,4,02-04-2024,03-04-2024,09-04-2024,Deluxe,1,Business,Web,29829.81,29792,9203,38995,Debit Card,Yes,0,Android,Confirmed,27-04-2024,0,0,No
110,1,Chicago,4,02-04-2024,27-05-2024,30-05-2024,Suite,1,Leisure,Travel Agent,20412,21351,6596,27947,PayPal,Yes,541.6638492,Web,Confirmed,17-03-2024,7.875788821,0,No
227,7,New York,4,02-04-2024,01-05-2024,06-05-2024,Standard,1,Business,Travel Agent,36792,36792,11365,48157,PayPal,Yes,79.66433334,Android,Confirmed,16-12-2024,0,1.363205071,Yes
69,1,Los Angeles,4,02-04-2024,,,Deluxe,1,Business,Mobile App,21777,21777,6727,28504,Credit Card,Yes,106.0807846,Web,Cancelled,24-05-2024,1.542413914,0,No
39,3,Orlando,4,02-04-2024,11-04-2024,13-04-2024,Standard,1,Leisure,Web,18947.01,18269,5643,23912,PayPal,Yes,816.1551043,Web,Confirmed,19-11-2024,11.86688987,32.5704775,Yes
324,1,San Francisco,4,02-04-2024,26-04-2024,28-04-2024,Deluxe,1,Business,Travel Agent,25835,12011,3711,15722,PayPal,Yes,648.0877893,Web,Confirmed,09-03-2024,9.423192213,0,No
379,3,Orlando,3,02-04-2024,09-04-2024,11-04-2024,Standard,2,Leisure,Web,18249.13,18226,5630,23856,Credit Card,Yes,0,Android,Confirmed,02-10-2024,12.6414252,57.39154508,Yes
466,1,Los Angeles,4,02-04-2024,21-04-2024,25-04-2024,Standard,2,Leisure,Mobile App,36483,36483,11270,47753,Debit Card,Yes,899.0538621,Android,Confirmed,01-10-2024,13.07223727,52.36730653,Yes
75,7,Las Vegas,3,02-04-2024,04-05-2024,11-05-2024,Deluxe,1,Leisure,Web,34730.02,34686,10714,45400,Debit Card,Yes,311.9625325,Android,Failed,21-03-2024,0,0,No
296,5,Las Vegas,4,02-04-2024,14-05-2024,18-05-2024,Standard,1,Business,Web,22910.04,22881,7068,29949,Debit Card,Yes,414.00482,Web,Confirmed,31-03-2024,0,0,No
246,5,Los Angeles,3,02-04-2024,11-05-2024,17-05-2024,Deluxe,1,Leisure,Travel Agent,15799,15799,4881,20680,Bank Transfer,Yes,843.8937064,Web,Confirmed,06-03-2024,0,0,No
4,1,Orlando,4,02-04-2024,05-04-2024,08-04-2024,Deluxe,1,Leisure,Web,32421.09,32380,10002,42382,Debit Card,No,0,Web,Confirmed,19-03-2024,8.96704986,0,No
96,1,Seattle,3,02-04-2024,14-04-2024,18-04-2024,Standard,1,Leisure,Mobile App,12351,12351,3816,16167,PayPal,Yes,741.6848593,Web,Confirmed,21-03-2024,10.784093,0,No
49,5,Los Angeles,3,02-04-2024,11-04-2024,15-04-2024,Standard,2,Leisure,Web,10980.92,10967,3388,14355,Credit Card,No,0,Android,Confirmed,10-03-2024,0,0,No
111,1,Dallas,4,02-04-2024,14-05-2024,15-05-2024,Standard,1,Leisure,Mobile App,15511,15511,4792,20303,Debit Card,Yes,392.1507959,Android,Confirmed,29-03-2024,5.701870005,0,No
46,3,New York,4,02-04-2024,17-05-2024,24-05-2024,Standard,2,Leisure,Mobile App,24262,12390,3828,16218,PayPal,Yes,695.3910949,Android,Confirmed,05-03-2024,10.11098197,0,No
251,5,Las Vegas,4,02-04-2024,19-04-2024,21-04-2024,Standard,1,Leisure,Web,35886.48,35841,11071,46912,Debit Card,Yes,1096.360704,Web,Confirmed,10-03-2024,0,0,No
424,5,Boston,5,02-04-2024,27-04-2024,03-05-2024,Suite,3,Business,Web,37540.58,37493,11582,49075,Credit Card,Yes,625.6138987,iOS,Confirmed,27-03-2024,0,0,No
314,5,Chicago,3,02-04-2024,06-05-2024,09-05-2024,Standard,2,Leisure,Mobile App,5322,5322,1645,6967,Credit Card,Yes,115.4308472,Web,Confirmed,04-09-2024,0,5.452088839,Yes
149,5,Boston,4,02-04-2024,20-05-2024,21-05-2024,Suite,1,Leisure,Mobile App,37225,7561,2336,9897,Debit Card,No,0,Android,Confirmed,26-03-2024,0,0,No
180,1,Seattle,4,02-04-2024,,,Standard,2,Leisure,Web,16005.29,35489,10963,46452,Credit Card,Yes,537.9190531,Web,Cancelled,29-03-2024,7.82133951,0,No
124,3,Las Vegas,4,02-04-2024,04-04-2024,08-04-2024,Deluxe,1,Business,Web,38068.25,38020,11744,49764,PayPal,Yes,755.748945,Web,Confirmed,26-03-2024,10.98858471,0,No
121,1,Miami,3,02-04-2024,,,Standard,1,Leisure,Mobile App,22173,12220,3775,15995,Bank Transfer,No,0,Web,Cancelled,19-03-2024,10.82253091,0,No
50,5,San Francisco,3,02-04-2024,,,Deluxe,1,Leisure,Web,34109.23,34066,10523,44589,Debit Card,Yes,0,iOS,Cancelled,02-04-2024,0,0,No
170,5,Miami,3,02-04-2024,16-05-2024,22-05-2024,Suite,1,Leisure,Web,13020.5,13004,4018,17022,PayPal,Yes,0,Web,Failed,31-12-2024,0,19.51897717,Yes
62,5,New York,3,02-04-2024,05-04-2024,12-04-2024,Standard,2,Leisure,Web,4325.48,4320,1335,5655,PayPal,Yes,691.5016727,Android,Confirmed,27-03-2024,0,0,No
493,1,New York,5,02-04-2024,21-04-2024,26-04-2024,Suite,1,Leisure,Travel Agent,29270,29270,9042,38312,Credit Card,Yes,0,Web,Confirmed,03-11-2024,11.50399404,20.80542251,Yes
216,3,San Francisco,2,02-04-2024,29-05-2024,02-06-2024,Standard,1,Leisure,Web,28214.76,28179,8705,36884,Debit Card,Yes,246.2403649,Web,Confirmed,31-08-2024,3.580333294,7.32736052,Yes
357,1,Chicago,4,02-04-2024,29-04-2024,04-05-2024,Standard,2,Business,Web,36653.46,13801,4263,18064,PayPal,Yes,291.0508186,Web,Confirmed,20-08-2024,4.231876996,11.96785824,Yes
224,1,Orlando,5,02-04-2024,,,Deluxe,1,Leisure,Web,28200.74,28165,8700,36865,PayPal,Yes,469.8414805,Web,Cancelled,24-10-2024,6.83149205,22.17473053,Yes
9,7,New York,3,02-04-2024,14-05-2024,16-05-2024,Standard,1,Leisure,Web,28111.63,28076,8673,36749,Debit Card,Yes,0,Web,Confirmed,21-12-2024,0,23.5566106,Yes
83,5,San Francisco,3,02-04-2024,01-06-2024,03-06-2024,Deluxe,3,Leisure,Mobile App,35314,12444,3845,16289,Credit Card,Yes,0,Web,Confirmed,03-11-2024,0,13.56149902,Yes
212,5,Seattle,5,02-04-2024,,,Suite,2,Leisure,Mobile App,14576,14576,4503,19079,Credit Card,Yes,0,Web,Cancelled,24-08-2024,0,6.910740181,Yes
444,1,Las Vegas,4,02-04-2024,29-04-2024,06-05-2024,Deluxe,1,Leisure,Web,33087.94,33046,10208,43254,Bank Transfer,Yes,0,Web,Confirmed,17-10-2024,1.595222863,3.638622966,Yes
83,5,Boston,3,02-04-2024,29-04-2024,04-05-2024,Standard,1,Leisure,Mobile App,36827,36827,11376,48203,PayPal,Yes,734.9012087,Web,Confirmed,24-08-2024,0,22.68850853,Yes
486,3,Chicago,5,02-04-2024,07-04-2024,14-04-2024,Standard,1,Business,Web,6936.79,6928,2141,9069,PayPal,Yes,350.3078998,Web,Confirmed,15-11-2024,5.093474569,5.925330123,Yes
231,3,Boston,5,02-04-2024,08-05-2024,14-05-2024,Standard,1,Leisure,Web,20671.2,20645,6378,27023,Bank Transfer,Yes,149.1481413,Web,Confirmed,26-10-2024,2.168612998,4.043406736,Yes
125,1,Dallas,2,02-04-2024,28-04-2024,02-05-2024,Standard,2,Business,Web,13156.68,13140,4059,17199,Debit Card,Yes,1121.127252,Web,Confirmed,10-12-2024,16.30118291,55.10124729,Yes
110,1,Seattle,5,02-04-2024,05-05-2024,07-05-2024,Suite,1,Leisure,Web,24183.65,24153,7461,31614,Bank Transfer,Yes,0,Web,Confirmed,08-10-2024,3.688588343,6.303597917,Yes
